"coordinates (μm)","size (μm)"
"(851.0526315789473, 443.6842105263158)",8.565113568690988
"(825.5639097744361, 446.61654135338347)",14.053855111841148
"(616.8421052631578, 441.578947368421)",7.512101541695878
"(533.6842105263157, 443.5087719298245)",14.253210531732789
"(238.24561403508773, 458.4795321637427)",39.46535290869561
"(750.0, 436.8421052631579)",9.200407836564876
"(385.96491228070175, 435.7894736842106)",6.285075075201943
"(141.7543859649123, 434.3859649122807)",4.751070177244263
"(785.2631578947368, 431.57894736842104)",5.818848833201439
"(669.8245614035087, 439.82456140350877)",22.78533212549899
"(17.65182186234818, 445.5060728744939)",35.15470898248506
"(886.3157894736842, 430.3157894736843)",10.623715882190147
"(173.33333333333334, 426.6666666666667)",4.751070177244263
"(23.1578947368421, 426.6666666666667)",4.751070177244263
"(774.3859649122807, 429.12280701754383)",13.438055760890363
"(592.1804511278194, 429.1729323308271)",19.298938291526486
"(158.59649122807016, 432.280701754386)",9.502140354488526
"(687.719298245614, 424.5614035087719)",7.878758565283274
"(149.4736842105263, 423.859649122807)",4.751070177244263
"(310.52631578947364, 424.2105263157894)",5.818848833201439
"(353.4928229665071, 429.8564593301435)",25.914028399994475
"(867.3684210526317, 423.85964912280696)",13.851630826272716
"(628.7719298245614, 416.14035087719293)",4.751070177244263
"(297.36842105263156, 416.31578947368416)",8.229094937312336
"(876.8421052631579, 413.6842105263157)",8.229094937312336
"(491.49797570850205, 420.080971659919)",27.18924183207431
"(423.1578947368421, 412.63157894736844)",6.719027880445181
"(323.27485380116957, 422.9239766081871)",21.114217712828523
"(268.1114551083591, 431.9504643962848)",39.46535290869561
"(835.5555555555555, 420.11695906432743)",20.296580694320706
"(646.8421052631578, 421.05263157894734)",26.770920857787463
"(599.9999999999999, 413.6842105263158)",8.229094937312336
"(542.4561403508773, 425.7309941520468)",28.107710223682297
"(949.2982456140352, 414.9122807017543)",29.191063881751877
"(845.7894736842104, 407.8947368421052)",10.078541820667771
"(795.0877192982456, 407.0175438596491)",4.751070177244263
"(359.15789473684214, 409.6842105263157)",9.200407836564876
"(84.9122807017544, 408.4210526315789)",9.200407836564876
"(570.1052631578948, 411.7894736842105)",25.585295914722096
"(809.9248120300753, 408.72180451127815)",17.45654649960432
"(305.2631578947368, 401.40350877192986)",3.3595139402225906
"(198.27751196172247, 438.85167464114835)",57.30901472834815
"(394.5864661654135, 411.42857142857144)",32.04772045285035
"(275.08771929824564, 400.0)",4.751070177244263
"(7.719298245614034, 397.1929824561403)",4.751070177244263
"(482.86315789473684, 403.53684210526313)",31.871147646570442
"(236.69172932330824, 398.19548872180445)",23.275395332805758
"(963.7894736842105, 392.8421052631579)",13.646410135639103
"(437.89473684210526, 391.1578947368421)",10.886069359634549
"(683.5087719298244, 387.3684210526315)",4.751070177244263
"(171.57894736842104, 391.2280701754385)",15.024203083391756
"(138.15789473684208, 393.1578947368421)",19.58916417550012
"(87.01754385964911, 389.4736842105263)",5.818848833201439
"(894.1626794258373, 392.34449760765546)",29.95435771647789
"(737.4436090225564, 390.97744360902254)",16.28584805872642
"(714.5864661654135, 389.4736842105263)",17.29415649101085
"(363.5087719298246, 385.2631578947368)",4.751070177244263
"(656.8421052631579, 380.3508771929824)",5.818848833201439
"(623.4586466165414, 384.0601503759398)",17.617439730282115
"(588.7719298245614, 387.719298245614)",20.845235803659595
"(899.6491228070175, 374.0350877192982)",4.751070177244263
"(691.578947368421, 378.9473684210526)",7.512101541695878
"(871.5789473684209, 377.74436090225566)",17.45654649960432
"(234.38596491228068, 373.3333333333333)",4.751070177244263
"(174.38596491228068, 375.78947368421046)",15.395226929329374
"(850.1052631578947, 373.05263157894734)",11.142247217686794
"(826.3157894736842, 371.05263157894734)",9.200407836564876
"(956.390977443609, 372.93233082706763)",17.45654649960432
"(112.98245614035086, 372.280701754386)",20.157083641335543
"(635.7894736842105, 365.6140350877193)",5.818848833201439
"(328.84210526315786, 372.4210526315789)",25.363774031664633
"(296.84210526315786, 366.31578947368416)",6.719027880445181
"(570.5263157894736, 366.84210526315786)",10.078541820667771
"(555.2631578947369, 364.2105263157895)",9.79458208775006
"(764.5112781954887, 379.84962406015035)",32.83054810446389
"(528.0, 364.63157894736844)",11.392666062749495
"(653.3333333333334, 360.70175438596493)",6.285075075201943
"(25.26315789473684, 359.29824561403507)",5.818848833201439
"(866.1052631578947, 360.0)",11.637697666402879
"(222.10526315789477, 360.0)",13.438055760890363
"(815.578947368421, 359.15789473684214)",13.646410135639103
"(678.7368421052631, 359.15789473684214)",13.438055760890363
"(250.94736842105263, 358.3157894736842)",12.570150150403887
"(403.6090225563909, 361.80451127819555)",34.751082412737034
"(320.421052631579, 354.9473684210526)",13.438055760890363
"(497.7285318559556, 364.2105263157895)",40.24411654811064
"(88.42105263157893, 355.0)",14.643781764846418
"(853.0526315789473, 350.7368421052632)",12.112899772108616
"(567.0175438596491, 343.859649122807)",4.751070177244263
"(49.590643274853804, 347.8362573099415)",15.935573823285221
"(832.842105263158, 342.7368421052632)",12.343642405968502
"(941.0526315789473, 339.7894736842105)",10.623715882190147
"(545.9649122807017, 342.10526315789474)",16.458189874624672
"(355.7894736842105, 341.05263157894734)",13.438055760890363
"(790.5263157894736, 339.2105263157894)",17.617439730282115
"(75.36842105263158, 341.0526315789474)",16.111662857528025
"(233.68421052631575, 334.7368421052631)",5.818848833201439
"(756.3157894736842, 334.7368421052631)",9.200407836564876
"(5.473684210526315, 336.0)",15.757517130566548
"(918.7044534412954, 346.55870445344124)",31.24528578215549
"(793.6842105263157, 328.42105263157896)",6.719027880445181
"(661.7543859649122, 330.5263157894737)",5.818848833201439
"(179.24812030075188, 333.2330827067669)",17.45654649960432
"(680.0, 326.31578947368416)",10.078541820667771
"(129.4736842105263, 327.719298245614)",15.757517130566548
"(958.7368421052631, 328.84210526315786)",25.252284375320784
"(149.4736842105263, 318.5964912280702)",4.751070177244263
"(659.4736842105262, 316.3157894736842)",11.877675443110656
"(94.17543859649122, 328.4210526315789)",34.5883129820217
"(817.8947368421052, 313.1578947368421)",9.502140354488526
"(168.42105263157893, 312.63157894736844)",8.229094937312336
"(4.912280701754386, 311.57894736842104)",5.818848833201439
"(787.3684210526316, 315.0)",24.341991095920452
"(616.5263157894738, 322.7368421052631)",41.89301760093814
"(729.8245614035087, 310.8771929824561)",7.126605265866394
"(511.812865497076, 319.53216374269005)",31.604438793271868
"(600.7017543859648, 306.6666666666667)",6.285075075201943
"(559.298245614035, 304.5614035087719)",6.285075075201943
"(612.6315789473684, 299.6491228070175)",6.719027880445181
"(747.3684210526316, 296.84210526315786)",5.818848833201439
"(663.1578947368421, 298.4210526315789)",9.79458208775006
"(535.438596491228, 298.2456140350877)",6.719027880445181
"(773.5885167464113, 300.28708133971287)",20.157083641335543
"(637.8947368421052, 294.7368421052631)",6.719027880445181
"(87.89473684210526, 289.99999999999994)",10.078541820667771
"(962.1052631578947, 288.4210526315789)",14.253210531732789
"(691.0526315789474, 295.08771929824553)",32.22332571505605
"(725.6140350877193, 278.5964912280702)",16.458189874624672
"(515.4887218045112, 283.609022556391)",22.90883076515629
"(615.438596491228, 277.66081871345034)",19.004280708977053
"(212.21052631578945, 270.3157894736842)",14.053855111841148
"(670.5263157894736, 272.6315789473684)",23.516597581558134
"(386.6666666666667, 259.6491228070175)",4.751070177244263
"(800.5263157894736, 258.4210526315789)",8.565113568690988
"(97.36842105263156, 270.35087719298247)",25.47477576126275
"(588.7081339712919, 264.3062200956938)",29.670423747140745
"(442.9473684210526, 256.84210526315786)",11.637697666402879
"(427.36842105263156, 250.94736842105263)",3.3595139402225906
"(632.6315789473684, 250.0)",14.449815826479364
"(100.35087719298245, 247.0175438596491)",11.637697666402879
"(749.4736842105264, 242.94736842105263)",12.343642405968502
"(502.10526315789474, 238.9473684210526)",8.229094937312336
"(446.6666666666667, 240.70175438596485)",15.757517130566548
"(690.5263157894736, 236.8421052631579)",12.112899772108616
"(72.28070175438596, 233.68421052631575)",4.751070177244263
"(762.8070175438596, 233.68421052631575)",8.229094937312336
"(730.5263157894736, 233.68421052631578)",11.637697666402879
"(458.2456140350877, 232.28070175438597)",4.751070177244263
"(335.438596491228, 233.68421052631575)",7.126605265866394
"(100.35087719298245, 230.8771929824561)",6.719027880445181
"(711.0931174089069, 242.42914979757083)",30.328801724364553
"(876.8421052631578, 233.2631578947368)",21.379815797599186
"(153.1578947368421, 266.2603878116343)",107.71421105943874
"(397.10526315789474, 226.84210526315786)",17.45654649960432
"(929.1228070175439, 220.35087719298244)",4.751070177244263
"(478.94736842105266, 227.71929824561406)",16.28584805872642
"(321.57894736842104, 226.05263157894734)",22.157516225491552
"(296.4210526315789, 221.8947368421053)",12.792647957361048
"(765.2631578947368, 219.47368421052633)",10.623715882190147
